x-axis,1
second,Volt
+9.8714000E-03,-30.3837870E-03
+9.8715000E-03,-28.8756704E-03
+9.8716000E-03,-30.5857376E-03
+9.8717000E-03,-35.4089126E-03
+9.8718000E-03,-27.5695044E-03
+9.8719000E-03,-25.3586614E-03
+9.8720000E-03,-25.3586614E-03
+9.8721000E-03,-27.6712033E-03
+9.8722000E-03,-26.3655197E-03
+9.8723000E-03,-24.6535229E-03
+9.8724000E-03,-29.6767189E-03
+9.8725000E-03,-30.3861991E-03
+9.8726000E-03,-24.4520548E-03
+9.8727000E-03,-37.2201962E-03
+9.8728000E-03,-28.0746220E-03
+9.8729000E-03,-26.5602341E-03
+9.8730000E-03,-29.3774111E-03
+9.8731000E-03,-15.7132762E-03
+9.8732000E-03,-21.2358008E-03
+9.8733000E-03,-24.5498944E-03
+9.8734000E-03,-28.1743913E-03
+9.8735000E-03,-19.3276424E-03
+9.8736000E-03,-13.4966443E-03
+9.8737000E-03,-24.2597525E-03
+9.8738000E-03,-40.0339964E-03
+9.8739000E-03,-39.2300535E-03
+9.8740000E-03,-26.3626252E-03
+9.8741000E-03,-23.9527262E-03
+9.8742000E-03,-30.7823816E-03
+9.8743000E-03,-27.1747692E-03
+9.8744000E-03,-27.6726506E-03
+9.8745000E-03,-29.8825287E-03
+9.8746000E-03,-25.3586614E-03
+9.8747000E-03,-20.2356963E-03
+9.8748000E-03,-26.9694417E-03
+9.8749000E-03,-14.4095223E-03
+9.8750000E-03,-20.3349831E-03
+9.8751000E-03,-33.4062915E-03
+9.8752000E-03,-22.8460986E-03
+9.8753000E-03,-35.5125411E-03
+9.8754000E-03,-24.2467274E-03
+9.8755000E-03,-13.3000003E-03
+9.8756000E-03,-28.3821308E-03
+9.8757000E-03,-21.9467282E-03
+9.8758000E-03,-16.7119335E-03
+9.8759000E-03,-25.3586614E-03
+9.8760000E-03,-30.8917991E-03
+9.8761000E-03,-40.7130845E-03
+9.8762000E-03,-27.6683088E-03
+9.8763000E-03,-23.2442108E-03
+9.8764000E-03,-26.5607165E-03
+9.8765000E-03,-30.8802212E-03
+9.8766000E-03,-32.0042156E-03
+9.8767000E-03,-22.0546985E-03
+9.8768000E-03,-18.4282720E-03
+9.8769000E-03,-35.4089126E-03
+9.8770000E-03,-20.8338293E-03
+9.8771000E-03,-29.1619530E-03
+9.8772000E-03,-50.3883794E-03
+9.8773000E-03,-16.8276224E-03
+9.8774000E-03,-32.4919663E-03
+9.8775000E-03,-25.3562494E-03
+9.8776000E-03,-27.4716648E-03
+9.8777000E-03,-32.3107595E-03
+9.8778000E-03,-25.2531032E-03
+9.8779000E-03,-31.7805564E-03
+9.8780000E-03,-21.3437710E-03
+9.8781000E-03,-29.8680563E-03
+9.8782000E-03,-40.8548237E-03
+9.8783000E-03,-25.6492857E-03
+9.8784000E-03,-29.5880451E-03
+9.8785000E-03,-23.8259418E-03
+9.8786000E-03,-25.3586614E-03
+9.8787000E-03,-27.4634638E-03
+9.8788000E-03,-24.9624789E-03
+9.8789000E-03,-27.7589122E-03
+9.8790000E-03,-30.8773267E-03
+9.8791000E-03,-29.5706783E-03
+9.8792000E-03,-28.2640298E-03
+9.8793000E-03,-23.3796786E-03
+9.8794000E-03,-16.0872677E-03
+9.8795000E-03,-36.4234895E-03
+9.8796000E-03,-28.0625617E-03
+9.8797000E-03,-23.9614096E-03
+9.8798000E-03,-36.2162324E-03
+9.8799000E-03,-41.3252076E-03
+9.8800000E-03,-20.3639279E-03
+9.8801000E-03,-18.4971668E-03
+9.8802000E-03,-24.3363659E-03
+9.8803000E-03,-29.2887374E-03
+9.8804000E-03,-25.5702603E-03
+9.8805000E-03,-40.9222713E-03
+9.8806000E-03,-44.7303870E-03
+9.8807000E-03,-30.6816475E-03
+9.8808000E-03,-29.2708881E-03
+9.8809000E-03,-24.7407494E-03
+9.8810000E-03,-33.4101508E-03
+9.8811000E-03,-29.0848572E-03
+9.8812000E-03,-22.8460986E-03
+9.8813000E-03,-29.5952813E-03
+9.8814000E-03,-23.3290252E-03
+9.8815000E-03,-27.3805790E-03
+9.8816000E-03,-24.2491394E-03
+9.8817000E-03,-19.9436247E-03
+9.8818000E-03,-27.8712242E-03
+9.8819000E-03,-15.6939797E-03
+9.8820000E-03,-21.8493710E-03
+9.8821000E-03,-35.0320266E-03
+9.8822000E-03,-26.7530188E-03
+9.8823000E-03,-31.9126473E-03
+9.8824000E-03,-20.7398490E-03
+9.8825000E-03,-15.3170937E-03
+9.8826000E-03,-24.8342473E-03
+9.8827000E-03,-36.6635507E-03
+9.8828000E-03,-25.3586614E-03
+9.8829000E-03,-24.2351494E-03
+9.8830000E-03,-27.8712242E-03
+9.8831000E-03,-42.4212220E-03
+9.8832000E-03,-25.6555571E-03
+9.8833000E-03,-42.2477338E-03
+9.8834000E-03,-22.0561457E-03
+9.8835000E-03,-26.8614715E-03
+9.8836000E-03,-27.8712242E-03
+9.8837000E-03,-27.2537946E-03
+9.8838000E-03,-36.1560210E-03
+9.8839000E-03,-32.1781861E-03
+9.8840000E-03,-19.8211821E-03
+9.8841000E-03,-22.2629204E-03
+9.8842000E-03,-35.7959292E-03
+9.8843000E-03,-22.5395547E-03
+9.8844000E-03,-42.2786083E-03
+9.8845000E-03,-25.3586614E-03
+9.8846000E-03,-29.4844166E-03
+9.8847000E-03,-18.9420730E-03
+9.8848000E-03,-23.6553481E-03
+9.8849000E-03,-34.5254618E-03
+9.8850000E-03,-32.8751236E-03
+9.8851000E-03,-22.8460986E-03
+9.8852000E-03,-21.8141549E-03
+9.8853000E-03,-21.6454908E-03
+9.8854000E-03,-20.7683114E-03
+9.8855000E-03,-34.3653909E-03
+9.8856000E-03,-28.4014273E-03
+9.8857000E-03,-30.3837870E-03
+9.8858000E-03,-25.6377078E-03
+9.8859000E-03,-24.2587877E-03
+9.8860000E-03,-34.8893226E-03
+9.8861000E-03,-20.9422820E-03
+9.8862000E-03,-23.6731974E-03
+9.8863000E-03,-35.9945029E-03
+9.8864000E-03,-29.6627289E-03
+9.8865000E-03,-25.3292342E-03
+9.8866000E-03,-34.0078015E-03
+9.8867000E-03,-23.5555789E-03
+9.8868000E-03,-31.9738235E-03
+9.8869000E-03,-32.1406482E-03
+9.8870000E-03,-25.8550956E-03
+9.8871000E-03,-20.5161899E-03
+9.8872000E-03,-26.8354211E-03
+9.8873000E-03,-27.0610099E-03
+9.8874000E-03,-27.9343301E-03
+9.8875000E-03,-25.3586614E-03
