Freq.	V(n002)/V(n001)
1.34896288259166e+03	(-7.81127147341279e-05dB,-2.42986421881658e-01°)
1.35518941235104e+03	(-7.88365250444999e-05dB,-2.44109606489176e-01°)
1.36144468246596e+03	(-7.95670520888783e-05dB,-2.45237997903410e-01°)
1.36772882559585e+03	(-8.03043583733846e-05dB,-2.46371620470376e-01°)
1.37404197501252e+03	(-8.10485069991733e-05dB,-2.47510498652761e-01°)
1.38038426460289e+03	(-8.17995616508598e-05dB,-2.48654657030676e-01°)
1.38675582887189e+03	(-8.25575866052009e-05dB,-2.49804120301818e-01°)
1.39315680294531e+03	(-8.33226467523104e-05dB,-2.50958913282897e-01°)
1.39958732257262e+03	(-8.40948075860170e-05dB,-2.52119060909558e-01°)
1.40604752412992e+03	(-8.48741352048292e-05dB,-2.53284588237093e-01°)
1.41253754462276e+03	(-8.56606963370088e-05dB,-2.54455520441436e-01°)
1.41905752168910e+03	(-8.64545583347859e-05dB,-2.55631882819363e-01°)
1.42560759360220e+03	(-8.72557891753239e-05dB,-2.56813700789243e-01°)
1.43218789927355e+03	(-8.80644574751856e-05dB,-2.58000999892032e-01°)
1.43879857825585e+03	(-8.88806324980487e-05dB,-2.59193805791112e-01°)
1.44543977074593e+03	(-8.97043841537424e-05dB,-2.60392144273727e-01°)
1.45211161758775e+03	(-9.05357830030697e-05dB,-2.61596041251212e-01°)
1.45881426027536e+03	(-9.13749002761313e-05dB,-2.62805522759596e-01°)
1.46554784095592e+03	(-9.22218078655756e-05dB,-2.64020614960669e-01°)
1.47231250243273e+03	(-9.30765783410654e-05dB,-2.65241344142104e-01°)
1.47910838816822e+03	(-9.39392849521710e-05dB,-2.66467736718211e-01°)
1.48593564228701e+03	(-9.48100016312651e-05dB,-2.67699819231324e-01°)
1.49279440957900e+03	(-9.56888030118457e-05dB,-2.68937618351367e-01°)
1.49968483550238e+03	(-9.65757644198583e-05dB,-2.70181160877045e-01°)
1.50660706618675e+03	(-9.74709618929837e-05dB,-2.71430473736754e-01°)
1.51356124843622e+03	(-9.83744721825677e-05dB,-2.72685583989022e-01°)
1.52054752973250e+03	(-9.92863727536223e-05dB,-2.73946518822781e-01°)
1.52756605823808e+03	(-1.00206741807971e-04dB,-2.75213305559161e-01°)
1.53461698279930e+03	(-1.01135658276534e-04dB,-2.76485971650730e-01°)
1.54170045294957e+03	(-1.02073201828012e-04dB,-2.77764544683479e-01°)
1.54881661891249e+03	(-1.03019452886241e-04dB,-2.79049052376824e-01°)
1.55596563160508e+03	(-1.03974492625373e-04dB,-2.80339522584442e-01°)
1.56314764264096e+03	(-1.04938402983382e-04dB,-2.81635983294898e-01°)
1.57036280433356e+03	(-1.05911266665916e-04dB,-2.82938462632447e-01°)
1.57761126969936e+03	(-1.06893167161733e-04dB,-2.84246988858103e-01°)
1.58489319246112e+03	(-1.07884188734022e-04dB,-2.85561590369756e-01°)
1.59220872705118e+03	(-1.08884416450296e-04dB,-2.86882295703285e-01°)
1.59955802861468e+03	(-1.09893936167932e-04dB,-2.88209133533195e-01°)
1.60694125301289e+03	(-1.10912834550564e-04dB,-2.89542132672970e-01°)
1.61435855682650e+03	(-1.11941199084480e-04dB,-2.90881322076663e-01°)
1.62181009735894e+03	(-1.12979118073798e-04dB,-2.92226730838977e-01°)
1.62929603263973e+03	(-1.14026680654939e-04dB,-2.93578388196136e-01°)
1.63681652142782e+03	(-1.15083976797584e-04dB,-2.94936323526795e-01°)
1.64437172321494e+03	(-1.16151097325899e-04dB,-2.96300566352604e-01°)
1.65196179822903e+03	(-1.17228133914677e-04dB,-2.97671146339191e-01°)
1.65958690743757e+03	(-1.18315179096085e-04dB,-2.99048093296683e-01°)
1.66724721255107e+03	(-1.19412326279926e-04dB,-3.00431437180698e-01°)
1.67494287602645e+03	(-1.20519669755559e-04dB,-3.01821208092977e-01°)
1.68267406107048e+03	(-1.21637304695767e-04dB,-3.03217436282420e-01°)
1.69044093164328e+03	(-1.22765327173147e-04dB,-3.04620152145479e-01°)
1.69824365246176e+03	(-1.23903834160112e-04dB,-3.06029386227233e-01°)
1.70608238900314e+03	(-1.25052923548184e-04dB,-3.07445169222137e-01°)
1.71395730750844e+03	(-1.26212694147025e-04dB,-3.08867531974822e-01°)
1.72186857498602e+03	(-1.27383245698909e-04dB,-3.10296505480923e-01°)
1.72981635921511e+03	(-1.28564678887402e-04dB,-3.11732120887837e-01°)
1.73780082874939e+03	(-1.29757095340254e-04dB,-3.13174409495511e-01°)
1.74582215292052e+03	(-1.30960597647727e-04dB,-3.14623402757441e-01°)
1.75388050184177e+03	(-1.32175289367418e-04dB,-3.16079132281422e-01°)
1.76197604641164e+03	(-1.33401275028115e-04dB,-3.17541629830421e-01°)
1.77010895831743e+03	(-1.34638660151984e-04dB,-3.19010927323091e-01°)
1.77827941003894e+03	(-1.35887551247816e-04dB,-3.20487056835167e-01°)
1.78648757485206e+03	(-1.37148055839964e-04dB,-3.21970050600131e-01°)
1.79473362683254e+03	(-1.38420282458696e-04dB,-3.23459941009695e-01°)
1.80301774085958e+03	(-1.39704340662385e-04dB,-3.24956760615146e-01°)
1.81134009261962e+03	(-1.41000341039430e-04dB,-3.26460542128263e-01°)
1.81970085861000e+03	(-1.42308395227555e-04dB,-3.27971318421509e-01°)
1.82810021614276e+03	(-1.43628615919590e-04dB,-3.29489122529863e-01°)
1.83653834334836e+03	(-1.44961116863477e-04dB,-3.31013987651051e-01°)
1.84501541917949e+03	(-1.46306012894095e-04dB,-3.32545947146465e-01°)
1.85353162341483e+03	(-1.47663419920726e-04dB,-3.34085034542627e-01°)
1.86208713666288e+03	(-1.49033454952130e-04dB,-3.35631283531348e-01°)
1.87068214036582e+03	(-1.50416236108121e-04dB,-3.37184727971317e-01°)
1.87931681680328e+03	(-1.51811882618603e-04dB,-3.38745401888534e-01°)
1.88799134909631e+03	(-1.53220514839968e-04dB,-3.40313339477424e-01°)
1.89670592121116e+03	(-1.54642254269564e-04dB,-3.41888575101907e-01°)
1.90546071796326e+03	(-1.56077223553414e-04dB,-3.43471143296070e-01°)
1.91425592502110e+03	(-1.57525546503571e-04dB,-3.45061078765361e-01°)
1.92309172891018e+03	(-1.58987348096200e-04dB,-3.46658416387340e-01°)
1.93196831701694e+03	(-1.60462754487006e-04dB,-3.48263191212911e-01°)
1.94088587759280e+03	(-1.61951893040166e-04dB,-3.49875438466952e-01°)
1.94984459975806e+03	(-1.63454892311943e-04dB,-3.51495193549669e-01°)
1.95884467350601e+03	(-1.64971882084437e-04dB,-3.53122492037149e-01°)
1.96788628970686e+03	(-1.66502993362697e-04dB,-3.54757369682748e-01°)
1.97696964011188e+03	(-1.68048358402689e-04dB,-3.56399862417883e-01°)
1.98609491735739e+03	(-1.69608110697800e-04dB,-3.58050006352988e-01°)
1.99526231496890e+03	(-1.71182385028022e-04dB,-3.59707837778859e-01°)
2.00447202736518e+03	(-1.72771317434882e-04dB,-3.61373393167089e-01°)
2.01372424986241e+03	(-1.74375045252305e-04dB,-3.63046709171860e-01°)
2.02301917867829e+03	(-1.75993707119155e-04dB,-3.64727822630011e-01°)
2.03235701093624e+03	(-1.77627442996596e-04dB,-3.66416770563191e-01°)
2.04173794466955e+03	(-1.79276394162307e-04dB,-3.68113590178090e-01°)
2.05116217882559e+03	(-1.80940703241351e-04dB,-3.69818318867669e-01°)
2.06062991327002e+03	(-1.82620514210993e-04dB,-3.71530994212392e-01°)
2.07014134879106e+03	(-1.84315972417105e-04dB,-3.73251653981255e-01°)
2.07969668710372e+03	(-1.86027224582843e-04dB,-3.74980336132780e-01°)
2.08929613085406e+03	(-1.87754418831800e-04dB,-3.76717078816120e-01°)
2.09893988362355e+03	(-1.89497704683185e-04dB,-3.78461920372295e-01°)
2.10862814993331e+03	(-1.91257233096189e-04dB,-3.80214899335217e-01°)
2.11836113524852e+03	(-1.93033156444915e-04dB,-3.81976054432447e-01°)
2.12813904598273e+03	(-1.94825628566602e-04dB,-3.83745424587178e-01°)
2.13796208950225e+03	(-1.96634804756805e-04dB,-3.85523048918430e-01°)
2.14783047413056e+03	(-1.98460841784830e-04dB,-3.87308966742679e-01°)
2.15774440915269e+03	(-2.00303897918813e-04dB,-3.89103217575085e-01°)
2.16770410481972e+03	(-2.02164132933437e-04dB,-3.90905841130163e-01°)
2.17770977235318e+03	(-2.04041708118618e-04dB,-3.92716877323612e-01°)
2.18776162394958e+03	(-2.05936786302653e-04dB,-3.94536366272908e-01°)
2.19785987278485e+03	(-2.07849531869585e-04dB,-3.96364348298809e-01°)
2.20800473301892e+03	(-2.09780110764026e-04dB,-3.98200863926584e-01°)
2.21819641980024e+03	(-2.11728690515276e-04dB,-4.00045953886849e-01°)
2.22843514927033e+03	(-2.13695440249860e-04dB,-4.01899659117067e-01°)
2.23872113856836e+03	(-2.15680530706966e-04dB,-4.03762020762824e-01°)
2.24905460583581e+03	(-2.17684134250986e-04dB,-4.05633080179015e-01°)
2.25943577022100e+03	(-2.19706424899488e-04dB,-4.07512878930832e-01°)
2.26986485188385e+03	(-2.21747578323221e-04dB,-4.09401458795198e-01°)
2.28034207200044e+03	(-2.23807771871194e-04dB,-4.11298861762306e-01°)
2.29086765276780e+03	(-2.25887184590935e-04dB,-4.13205130036217e-01°)
2.30144181740853e+03	(-2.27985997233315e-04dB,-4.15120306036725e-01°)
2.31206479017562e+03	(-2.30104392285346e-04dB,-4.17044432400422e-01°)
2.32273679635713e+03	(-2.32242553965364e-04dB,-4.18977551982169e-01°)
2.33345806228103e+03	(-2.34400668267393e-04dB,-4.20919707855928e-01°)
2.34422881531995e+03	(-2.36578922958263e-04dB,-4.22870943316502e-01°)
2.35504928389604e+03	(-2.38777507594008e-04dB,-4.24831301881007e-01°)
2.36591969748579e+03	(-2.40996613557481e-04dB,-4.26800827289700e-01°)
2.37684028662490e+03	(-2.43236434051613e-04dB,-4.28779563507568e-01°)
2.38781128291321e+03	(-2.45497164140887e-04dB,-4.30767554725988e-01°)
2.39883291901952e+03	(-2.47779000747486e-04dB,-4.32764845363524e-01°)
2.40990542868662e+03	(-2.50082142688910e-04dB,-4.34771480067789e-01°)
2.42102904673621e+03	(-2.52406790680879e-04dB,-4.36787503716670e-01°)
2.43220400907384e+03	(-2.54753147369162e-04dB,-4.38812961419521e-01°)
2.44343055269400e+03	(-2.57121417340192e-04dB,-4.40847898518864e-01°)
2.45470891568506e+03	(-2.59511807142292e-04dB,-4.42892360591898e-01°)
2.46603933723437e+03	(-2.61924525307860e-04dB,-4.44946393451487e-01°)
2.47742205763332e+03	(-2.64359782371703e-04dB,-4.47010043148142e-01°)
2.48885731828242e+03	(-2.66817790890331e-04dB,-4.49083355971052e-01°)
2.50034536169646e+03	(-2.69298765458359e-04dB,-4.51166378449668e-01°)
2.51188643150961e+03	(-2.71802922737446e-04dB,-4.53259157355686e-01°)
2.52348077248061e+03	(-2.74330481467877e-04dB,-4.55361739703399e-01°)
2.53512863049794e+03	(-2.76881662496539e-04dB,-4.57474172752635e-01°)
2.54683025258507e+03	(-2.79456688790428e-04dB,-4.59596504009072e-01°)
2.55858588690568e+03	(-2.82055785467522e-04dB,-4.61728781226592e-01°)
2.57039578276890e+03	(-2.84679179811251e-04dB,-4.63871052408256e-01°)
2.58226019063463e+03	(-2.87327101290762e-04dB,-4.66023365808242e-01°)
2.59417936211885e+03	(-2.89999781587929e-04dB,-4.68185769933336e-01°)
2.60615354999893e+03	(-2.92697454615686e-04dB,-4.70358313544309e-01°)
2.61818300821902e+03	(-2.95420356544076e-04dB,-4.72541045657889e-01°)
2.63026799189542e+03	(-2.98168725818582e-04dB,-4.74734015548001e-01°)
2.64240875732198e+03	(-3.00942803184248e-04dB,-4.76937272747632e-01°)
2.65460556197557e+03	(-3.03742831709798e-04dB,-4.79150867050436e-01°)
2.66685866452151e+03	(-3.06569056815615e-04dB,-4.81374848512215e-01°)
2.67916832481907e+03	(-3.09421726286287e-04dB,-4.83609267453007e-01°)
2.69153480392695e+03	(-3.12301090299551e-04dB,-4.85854174458165e-01°)
2.70395836410888e+03	(-3.15207401456197e-04dB,-4.88109620380624e-01°)
2.71643926883912e+03	(-3.18140914797443e-04dB,-4.90375656342340e-01°)
2.72897778280808e+03	(-3.21101887830978e-04dB,-4.92652333735918e-01°)
2.74157417192792e+03	(-3.24090580552198e-04dB,-4.94939704226629e-01°)
2.75422870333820e+03	(-3.27107255477967e-04dB,-4.97237819753996e-01°)
2.76694164541155e+03	(-3.30152177672664e-04dB,-4.99546732533578e-01°)
2.77971326775933e+03	(-3.33225614756885e-04dB,-5.01866495058788e-01°)
2.79254384123738e+03	(-3.36327836951808e-04dB,-5.04197160102655e-01°)
2.80543363795175e+03	(-3.39459117096570e-04dB,-5.06538780719810e-01°)
2.81838293126449e+03	(-3.42619730680101e-04dB,-5.08891410248005e-01°)
2.83139199579942e+03	(-3.45809955862359e-04dB,-5.11255102310312e-01°)
2.84446110744796e+03	(-3.49030073500378e-04dB,-5.13629910816727e-01°)
2.85759054337499e+03	(-3.52280367186860e-04dB,-5.16015889966171e-01°)
2.87078058202473e+03	(-3.55561123262724e-04dB,-5.18413094248390e-01°)
2.88403150312665e+03	(-3.58872630858591e-04dB,-5.20821578446072e-01°)
2.89734358770136e+03	(-3.62215181908300e-04dB,-5.23241397636136e-01°)
2.91071711806665e+03	(-3.65589071196178e-04dB,-5.25672607192442e-01°)
2.92415237784338e+03	(-3.68994596366699e-04dB,-5.28115262787435e-01°)
2.93764965196157e+03	(-3.72432057968861e-04dB,-5.30569420393968e-01°)
2.95120922666643e+03	(-3.75901759478387e-04dB,-5.33035136287696e-01°)
2.96483138952439e+03	(-3.79404007328596e-04dB,-5.35512467048795e-01°)
2.97851642942923e+03	(-3.82939110937425e-04dB,-5.38001469563927e-01°)
2.99226463660823e+03	(-3.86507382752775e-04dB,-5.40502201028851e-01°)
3.00607630262828e+03	(-3.90109138254453e-04dB,-5.43014718949708e-01°)
3.01995172040206e+03	(-3.93744696016880e-04dB,-5.45539081145871e-01°)
3.03389118419432e+03	(-3.97414377723568e-04dB,-5.48075345751512e-01°)
3.04789498962803e+03	(-4.01118508197043e-04dB,-5.50623571218132e-01°)
3.06196343369072e+03	(-4.04857415446110e-04dB,-5.53183816316305e-01°)
3.07609681474075e+03	(-4.08631430682275e-04dB,-5.55756140138389e-01°)
3.09029543251364e+03	(-4.12440888354479e-04dB,-5.58340602100224e-01°)
3.10455958812840e+03	(-4.16286126197336e-04dB,-5.60937261943613e-01°)
3.11888958409398e+03	(-4.20167485248515e-04dB,-5.63546179738551e-01°)
3.13328572431563e+03	(-4.24085309892159e-04dB,-5.66167415885310e-01°)
3.14774831410136e+03	(-4.28039947885906e-04dB,-5.68801031117143e-01°)
3.16227766016843e+03	(-4.32031750405276e-04dB,-5.71447086501852e-01°)
3.17687407064982e+03	(-4.36061072067801e-04dB,-5.74105643445032e-01°)
3.19153785510081e+03	(-4.40128270982233e-04dB,-5.76776763691593e-01°)
3.20626932450552e+03	(-4.44233708768817e-04dB,-5.79460509328592e-01°)
3.22106879128348e+03	(-4.48377750611396e-04dB,-5.82156942787526e-01°)
3.23593656929633e+03	(-4.52560765280573e-04dB,-5.84866126846729e-01°)
3.25087297385440e+03	(-4.56783125182929e-04dB,-5.87588124633860e-01°)
3.26587832172341e+03	(-4.61045206388042e-04dB,-5.90322999628165e-01°)
3.28095293113124e+03	(-4.65347388675776e-04dB,-5.93070815663259e-01°)
3.29609712177463e+03	(-4.69690055569087e-04dB,-5.95831636929408e-01°)
3.31131121482596e+03	(-4.74073594374564e-04dB,-5.98605527976176e-01°)
3.32659553294010e+03	(-4.78498396221989e-04dB,-6.01392553714958e-01°)
3.34195040026120e+03	(-4.82964856105836e-04dB,-6.04192779421452e-01°)
3.35737614242960e+03	(-4.87473372921947e-04dB,-6.07006270738451e-01°)
3.37287308658874e+03	(-4.92024349517708e-04dB,-6.09833093678430e-01°)
3.38844156139208e+03	(-4.96618192715224e-04dB,-6.12673314626062e-01°)
3.40408189701006e+03	(-5.01255313372105e-04dB,-6.15527000341044e-01°)
3.41979442513714e+03	(-5.05936126412360e-04dB,-6.18394217960788e-01°)
3.43557947899880e+03	(-5.10661050875610e-04dB,-6.21275035003151e-01°)
3.45143739335862e+03	(-5.15430509958588e-04dB,-6.24169519369064e-01°)
3.46736850452537e+03	(-5.20244931048928e-04dB,-6.27077739345578e-01°)
3.48337315036018e+03	(-5.25104745788845e-04dB,-6.29999763608595e-01°)
3.49945167028363e+03	(-5.30010390102174e-04dB,-6.32935661225476e-01°)
3.51560440528304e+03	(-5.34962304253233e-04dB,-6.35885501658247e-01°)
3.53183169791963e+03	(-5.39960932880611e-04dB,-6.38849354766405e-01°)
3.54813389233581e+03	(-5.45006725047353e-04dB,-6.41827290809689e-01°)
3.56451133426250e+03	(-5.50100134296929e-04dB,-6.44819380451418e-01°)
3.58096437102642e+03	(-5.55241618689923e-04dB,-6.47825694760847e-01°)
3.59749335155748e+03	(-5.60431640854217e-04dB,-6.50846305217025e-01°)
3.61409862639619e+03	(-5.65670668037107e-04dB,-6.53881283711141e-01°)
3.63078054770108e+03	(-5.70959172149707e-04dB,-6.56930702549891e-01°)
3.64753946925614e+03	(-5.76297629820994e-04dB,-6.59994634458779e-01°)
3.66437574647840e+03	(-5.81686522442212e-04dB,-6.63073152584804e-01°)
3.68128973642538e+03	(-5.87126336231529e-04dB,-6.66166330500099e-01°)
3.69828179780273e+03	(-5.92617562264940e-04dB,-6.69274242204955e-01°)
3.71535229097179e+03	(-5.98160696545752e-04dB,-6.72396962131043e-01°)
3.73250157795727e+03	(-6.03756240045125e-04dB,-6.75534565144680e-01°)
3.74973002245490e+03	(-6.09404698768670e-04dB,-6.78687126550222e-01°)
3.76703798983916e+03	(-6.15106583799889e-04dB,-6.81854722093449e-01°)
3.78442584717100e+03	(-6.20862411354228e-04dB,-6.85037427964788e-01°)
3.80189396320568e+03	(-6.26672702842781e-04dB,-6.88235320802905e-01°)
3.81944270840053e+03	(-6.32537984921519e-04dB,-6.91448477698071e-01°)
3.83707245492286e+03	(-6.38458789544385e-04dB,-6.94676976195678e-01°)
3.85478357665779e+03	(-6.44435654037603e-04dB,-6.97920894299755e-01°)
3.87257644921624e+03	(-6.50469121136381e-04dB,-7.01180310476528e-01°)
3.89045144994288e+03	(-6.56559739057291e-04dB,-7.04455303658096e-01°)
3.90840895792409e+03	(-6.62708061554263e-04dB,-7.07745953245987e-01°)
3.92644935399607e+03	(-6.68914647973607e-04dB,-7.11052339114796e-01°)
3.94457302075286e+03	(-6.75180063324477e-04dB,-7.14374541616213e-01°)
3.96278034255447e+03	(-6.81504878336790e-04dB,-7.17712641582308e-01°)
3.98107170553505e+03	(-6.87889669510471e-04dB,-7.21066720329656e-01°)
3.99944749761105e+03	(-6.94335019207133e-04dB,-7.24436859663214e-01°)
4.01790810848947e+03	(-7.00841515685819e-04dB,-7.27823141880015e-01°)
4.03645392967613e+03	(-7.07409753177328e-04dB,-7.31225649773136e-01°)
4.05508535448391e+03	(-7.14040331959501e-04dB,-7.34644466635714e-01°)
4.07380277804120e+03	(-7.20733858409365e-04dB,-7.38079676265133e-01°)
4.09260659730019e+03	(-7.27490945078424e-04dB,-7.41531362966597e-01°)
4.11149721104530e+03	(-7.34312210756380e-04dB,-7.44999611557735e-01°)
4.13047501990169e+03	(-7.41198280543529e-04dB,-7.48484507372536e-01°)
4.14954042634371e+03	(-7.48149785916418e-04dB,-7.51986136265391e-01°)
4.16869383470343e+03	(-7.55167364799280e-04dB,-7.55504584615725e-01°)
4.18793565117926e+03	(-7.62251661641260e-04dB,-7.59039939331800e-01°)
4.20726628384452e+03	(-7.69403327477255e-04dB,-7.62592287855462e-01°)
4.22668614265611e+03	(-7.76623020013815e-04dB,-7.66161718166249e-01°)
4.24619563946321e+03	(-7.83911403692883e-04dB,-7.69748318785971e-01°)
4.26579518801601e+03	(-7.91269149768054e-04dB,-7.73352178783015e-01°)
4.28548520397448e+03	(-7.98696936389532e-04dB,-7.76973387777169e-01°)
4.30526610491719e+03	(-8.06195448670759e-04dB,-7.80612035943824e-01°)
4.32513831035017e+03	(-8.13765378770471e-04dB,-7.84268214018974e-01°)
4.34510224171580e+03	(-8.21407425968977e-04dB,-7.87942013303557e-01°)
4.36515832240174e+03	(-8.29122296751187e-04dB,-7.91633525668493e-01°)
4.38530697774994e+03	(-8.36910704890611e-04dB,-7.95342843559208e-01°)
4.40554863506562e+03	(-8.44773371517919e-04dB,-7.99070060000725e-01°)
4.42588372362635e+03	(-8.52711025218446e-04dB,-8.02815268602326e-01°)
4.44631267469118e+03	(-8.60724402111370e-04dB,-8.06578563562626e-01°)
4.46683592150972e+03	(-8.68814245926000e-04dB,-8.10360039674689e-01°)
4.48745389933141e+03	(-8.76981308104105e-04dB,-8.14159792330800e-01°)
4.50816704541469e+03	(-8.85226347873315e-04dB,-8.17977917527925e-01°)
4.52897579903630e+03	(-8.93550132343662e-04dB,-8.21814511872634e-01°)
4.54988060150058e+03	(-9.01953436586777e-04dB,-8.25669672586501e-01°)
4.57088189614884e+03	(-9.10437043741117e-04dB,-8.29543497511330e-01°)
4.59198012836878e+03	(-9.19001745087303e-04dB,-8.33436085114546e-01°)
4.61317574560389e+03	(-9.27648340165893e-04dB,-8.37347534494702e-01°)
4.63446919736298e+03	(-9.36377636840186e-04dB,-8.41277945386788e-01°)
4.65586093522969e+03	(-9.45190451408216e-04dB,-8.45227418167921e-01°)
4.67735141287208e+03	(-9.54087608702206e-04dB,-8.49196053863041e-01°)
4.69894108605225e+03	(-9.63069942183207e-04dB,-8.53183954150365e-01°)
4.72063041263600e+03	(-9.72138294038632e-04dB,-8.57191221367307e-01°)
4.74241985260254e+03	(-9.81293515276898e-04dB,-8.61217958516356e-01°)
4.76430986805426e+03	(-9.90536465843291e-04dB,-8.65264269270784e-01°)
4.78630092322648e+03	(-9.99868014709789e-04dB,-8.69330257980723e-01°)
4.80839348449739e+03	(-1.00928903998997e-03dB,-8.73416029679181e-01°)
4.83058802039783e+03	(-1.01880042903559e-03dB,-8.77521690088184e-01°)
4.85288500162131e+03	(-1.02840307855150e-03dB,-8.81647345624810e-01°)
4.87528490103397e+03	(-1.03809789469803e-03dB,-8.85793103407684e-01°)
4.89778819368457e+03	(-1.04788579320586e-03dB,-8.89959071263015e-01°)
4.92039535681461e+03	(-1.05776769948524e-03dB,-8.94145357731204e-01°)
4.94310686986846e+03	(-1.06774454874081e-03dB,-8.98352072073317e-01°)
4.96592321450347e+03	(-1.07781728608371e-03dB,-9.02579324277478e-01°)
