Freq.	V(n003)/V(n001)
1.85353162341483e+03	(-4.46853614331555e+01dB,8.96659082836810e+01°)
1.86208713666288e+03	(-4.46452536482427e+01dB,8.96643620037661e+01°)
1.87068214036582e+03	(-4.46051448646868e+01dB,8.96628085282562e+01°)
1.87931681680328e+03	(-4.45650350732230e+01dB,8.96612478231245e+01°)
1.88799134909631e+03	(-4.45249242645002e+01dB,8.96596798541757e+01°)
1.89670592121116e+03	(-4.44848124290801e+01dB,8.96581045870454e+01°)
1.90546071796326e+03	(-4.44446995574369e+01dB,8.96565219871988e+01°)
1.91425592502110e+03	(-4.44045856399561e+01dB,8.96549320199297e+01°)
1.92309172891018e+03	(-4.43644706669336e+01dB,8.96533346503597e+01°)
1.93196831701694e+03	(-4.43243546285753e+01dB,8.96517298434375e+01°)
1.94088587759280e+03	(-4.42842375149955e+01dB,8.96501175639373e+01°)
1.94984459975806e+03	(-4.42441193162170e+01dB,8.96484977764583e+01°)
1.95884467350601e+03	(-4.42040000221695e+01dB,8.96468704454236e+01°)
1.96788628970686e+03	(-4.41638796226889e+01dB,8.96452355350792e+01°)
1.97696964011188e+03	(-4.41237581075168e+01dB,8.96435930094930e+01°)
1.98609491735739e+03	(-4.40836354662989e+01dB,8.96419428325536e+01°)
1.99526231496890e+03	(-4.40435116885850e+01dB,8.96402849679699e+01°)
2.00447202736518e+03	(-4.40033867638272e+01dB,8.96386193792692e+01°)
2.01372424986241e+03	(-4.39632606813796e+01dB,8.96369460297968e+01°)
2.02301917867829e+03	(-4.39231334304973e+01dB,8.96352648827150e+01°)
2.03235701093624e+03	(-4.38830050003351e+01dB,8.96335759010014e+01°)
2.04173794466955e+03	(-4.38428753799470e+01dB,8.96318790474488e+01°)
2.05116217882559e+03	(-4.38027445582851e+01dB,8.96301742846633e+01°)
2.06062991327002e+03	(-4.37626125241985e+01dB,8.96284615750636e+01°)
2.07014134879106e+03	(-4.37224792664326e+01dB,8.96267408808801e+01°)
2.07969668710372e+03	(-4.36823447736278e+01dB,8.96250121641535e+01°)
2.08929613085406e+03	(-4.36422090343188e+01dB,8.96232753867338e+01°)
2.09893988362355e+03	(-4.36020720369337e+01dB,8.96215305102792e+01°)
2.10862814993331e+03	(-4.35619337697925e+01dB,8.96197774962552e+01°)
2.11836113524852e+03	(-4.35217942211065e+01dB,8.96180163059332e+01°)
2.12813904598273e+03	(-4.34816533789773e+01dB,8.96162469003895e+01°)
2.13796208950225e+03	(-4.34415112313956e+01dB,8.96144692405042e+01°)
2.14783047413056e+03	(-4.34013677662400e+01dB,8.96126832869599e+01°)
2.15774440915269e+03	(-4.33612229712765e+01dB,8.96108890002409e+01°)
2.16770410481972e+03	(-4.33210768341569e+01dB,8.96090863406317e+01°)
2.17770977235318e+03	(-4.32809293424180e+01dB,8.96072752682158e+01°)
2.18776162394958e+03	(-4.32407804834803e+01dB,8.96054557428751e+01°)
2.19785987278485e+03	(-4.32006302446473e+01dB,8.96036277242877e+01°)
2.20800473301892e+03	(-4.31604786131040e+01dB,8.96017911719279e+01°)
2.21819641980024e+03	(-4.31203255759160e+01dB,8.95999460450641e+01°)
